Customer,Name,Current,1 To 31,31 To 61,61 To 92,Over 92,Balance
C005840,CATALYSIS SYSTEMS CC,34496.55,0.0,0.0,27.0,27.0,34496.55
ALB001,AlBaraka Bank Limited T/A Al Baraka Bank,34496.55,0.0,0.0,0.0,225.63,34270.92
C003781,Fintech Campus,33921.55,0.0,0.0,0.0,0.0,33921.55
C004264,"VEHICLE DELIVERY SERVICES, A DIVISION OF ONELOGIX (PTY) LTD",33870.95,0.0,0.0,0.0,0.0,33870.95
C001016,Majuba Technologies (Pty) Ltd,11475.85,11475.85,10902.8,0.0,0.0,33854.5
GLO005,Global Payment Tech a Div of Bidvest Protea Coin (Pty) Ltd,30998.25,2728.02,0.0,0.0,0.0,33726.27
C004914,DUNLOP BELTING PRODUCTS (PTY) LTD,33721.16,0.0,0.0,0.0,0.0,33721.16
C000735,Scuderia South Africa (Pty) Ltd,29441.05,2300.0,24106.35,25601.43,0.0,33236.13
UNI003,UnitedTech Ltd,33172.23,0.0,0.0,0.0,0.0,33172.23
SIL001,Silicon Sky Consulting (Pty) Ltd,33061.35,0.0,0.0,0.0,0.0,33061.35
C000841,Global Investment Reporting (Pty) Ltd,7473.85,0.0,0.0,0.0,25324.02,32797.87
C001018,Ubits Technology Solutions CC,6555.0,6555.0,6555.0,6555.0,6555.0,32775.0
ENV001,EnviroServ Waste Management (Pty) Ltd,32522.23,0.0,0.0,0.0,0.0,32522.23
C006012,AFRICAN ALLIANCE ADVISORY (PTY) LTD,32494.64,0.0,0.0,0.0,0.0,32494.64
C000993,Merchants SA (Pty) Ltd,32225.2,0.0,0.0,0.0,0.0,32225.2
SYB001,Sybrin Systems (Pty) Ltd,32197.7,0.0,0.0,0.0,0.0,32197.7
C000986,Fourways Veterinary Hospital Inc,32036.49,0.0,0.0,0.0,0.0,32036.49
ISN001,ISN Managed Services (Pty) Ltd,32007.67,0.0,0.0,0.0,0.0,32007.67
C000387,ASG Computers T/A ASG IT Support Services,31945.97,0.0,0.0,0.0,0.0,31945.97
C001028,Trackside Racing Services CC,2272.86,2272.86,2272.86,2272.86,22728.6,31820.04
C004890,IT WORLD SA (PTY) LTD,0.0,0.0,0.0,0.0,31360.32,31360.32
C004952,MIX TELEMATICS INTERNATIONAL (PTY) LTD,31293.12,0.0,0.0,0.0,0.0,31293.12
C004763,Borg Telecom (Pty) Ltd,0.0,21991.45,9285.1,0.0,0.0,31276.55
THU001,Thuso Internet Service Provider (Pty) Ltd (R),31044.37,0.0,0.0,0.0,0.0,31044.37
BAR004,"Barone, Budge & Dominick (Pty) Ltd",30874.05,0.0,0.0,0.0,0.0,30874.05
C006762,ADAPT GL (PTY) LTD,15402.14,15402.14,0.0,0.0,0.0,30804.28
C005032,FOURSIGHT HOLDINGS (PTY) LTD,2059.31,2059.31,2059.31,2059.31,22453.12,30690.36
ALL004,Allen and Overy LLP,8895.25,8895.25,8895.25,0.0,3907.66,30593.41
C001240,Weylandts Furniture Cape Town (Pty) Ltd,30528.74,0.0,0.0,0.0,0.0,30528.74
ENE001,Enetworks (Pty) Ltd,30475.0,0.0,0.0,0.0,0.0,30475.0
C000957,Peresec Technology Solutions (Pty) Ltd,30373.55,0.0,0.0,0.0,0.0,30373.55
C000831,Anchor Capital (Pty) Ltd - PLEASE USE WCANCCAP,30356.55,0.0,0.0,0.0,0.0,30356.55
C000391,LNW Gaming Africa (PTY) Ltd,30325.5,0.0,0.0,0.0,0.0,30325.5
C005351,OCEANA GROUP (PTY) LTD,30207.46,0.0,0.0,0.0,0.0,30207.46
C003802,Intellitech Systems (Pty) Ltd,0.0,0.0,0.0,15073.83,15073.83,30147.66
C000920,Edge Connect (Pty) Ltd,30003.5,0.0,0.0,0.0,0.0,30003.5
C000765,Century City Conference Centre & Hotel (Pty) Ltd,29898.85,0.0,0.0,0.0,0.0,29898.85
C000722,St John's College,29898.32,0.0,0.0,0.0,0.0,29898.32
C000029,DLA Piper Advisory Services Proprietary Limited,0.0,0.0,0.0,57948.87,87630.0,29681.13
ERI002,ERIS PROPERTY GROUP (PTY) LTD,29663.1,0.0,0.0,0.0,0.0,29663.1
C001067,Ditshimega Projects And Training (Pty) Ltd,29605.6,0.0,0.0,0.0,0.0,29605.6
DIG003,Digicore Electronics,29434.25,0.0,0.0,0.0,0.0,29434.25
C006129,RICHFIELD GRADUATE INSTITUTE OF TECHNOLOGY (PTY) LTD,29340.09,0.0,0.0,0.0,0.0,29340.09
C000682,Tulsawize Investments (Pty) Ltd t/a Saige Solutions,29322.7,0.0,0.0,0.0,0.0,29322.7
BLU004,Blue Label Distribution (Pty) Ltd,29320.4,0.0,0.0,0.0,0.0,29320.4
PSA045,One Point Hosting,0.0,11684.92,0.0,11684.92,5842.46,29212.3
C001184,BDC Wireless Solutions CC,0.0,0.0,0.0,0.0,29036.52,29036.52
SPE001,Third Stream (Pty) Ltd,28416.19,0.0,0.0,0.0,0.0,28416.19
C004944,SOLIDHOPE TECH (PTY) LTD,5978.85,4765.4,0.0,0.0,17311.69,28055.94
C006458,SICON SOUTH AFRICA (INCORPORATED IN THE ITALIAN REPUBLIC) EXTERNAL COMPANY,6996.6,17823.83,6996.6,6996.6,24820.43,27986.4
C005808,PANGEA MADE (PTY) LTD,27942.7,0.0,0.0,0.0,0.0,27942.7
C005141,MAVERICK CLOUD TECHNOLOGIES,27763.3,0.0,0.0,0.0,0.0,27763.3
DIS001,Dis-Chem Pharmacies Ltd,13798.85,13798.85,0.0,0.0,0.0,27597.7
C005570,SAUTECH (PTY) LTD,27251.55,0.0,0.0,0.0,0.0,27251.55
C000543,New Star Networks (Pty) Ltd,27161.18,0.0,0.0,0.0,0.0,27161.18
C000708,Computicket (Pty) Ltd,27023.85,0.0,0.0,0.0,0.0,27023.85
IQB001,IQ Business (Pty) Ltd,26591.74,0.0,0.0,0.0,0.0,26591.74
C003892,Axin Underwriting and Administration (Pty) Ltd,11222.97,15188.0,0.0,0.0,0.0,26410.97
ALT001,Altron TMT (Pty) Ltd T/A Bytes Systems,13154.85,13154.85,0.0,0.0,0.0,26309.7
C001210,REWARDSCO SALES (PTY) LTD,26305.1,0.0,0.0,0.0,0.0,26305.1
C000691,IP Labs Communications (Pty) Ltd T/A IPComms,0.0,0.0,0.0,0.0,25927.49,25927.49
BED001,Beden Networks T/A Beden Supplies,25652.38,0.0,0.0,0.0,0.0,25652.38
C006048,MORE REAL INFORMATION TECHNOLOGY PTY LTD,12706.35,12706.35,0.0,0.0,0.0,25412.7
C006655,OASIS INTELLIGENT IT SOLUTIONS (PTY) LTD,0.0,12662.65,12662.65,2.0,0.0,25327.3
C005986,CO OPERATIVE COMPUTING IT SOLUTIONS,25310.35,0.0,0.0,0.0,0.0,25310.35
C000471,Workerlife Management Services (Pty) Ltd,25298.85,0.0,0.0,0.0,0.0,25298.85
C006890,Universal Office Automative Solutions (Pty) Ltd,25287.96,0.0,0.0,0.0,0.0,25287.96
MOR001,Morupa Marketing & Comm Pty Ltd t/a Morupa Data,17263.92,7841.62,0.0,0.0,0.0,25105.54
BLU002,Blue Ion Support Services (Pty) Ltd,24992.95,0.0,0.0,0.0,0.0,24992.95
C006648,NesBizz (Pty) Ltd,24991.44,0.0,0.0,0.0,0.0,24991.44
C004791,DIGITAL COPIER CONNECTION (PTY) LTD T/A KONICA MINOLTA INDAB,24837.94,0.0,0.0,0.0,0.0,24837.94
C006552,MSTSV PROPERTIES (PTY) LTD,0.0,9198.85,15634.7,0.0,0.0,24833.55
HEL001,Hellmann Worldwide Logistics (Pty) Ltd,24669.8,0.0,0.0,0.0,0.0,24669.8
C006659,TRUWORTHS LIMITED,12217.77,12217.77,0.0,0.0,0.0,24435.54
OCU001,Ocular Technologies (Pty) Ltd,0.0,0.0,0.0,0.0,24377.03,24377.03
C001140,Comit Technologies (Pty) Ltd t/a Ignition Group,24344.35,0.0,0.0,0.0,0.0,24344.35
TER004,Teraco Data Environments (Pty) Ltd,12168.44,12168.44,0.0,0.0,0.0,24336.88
TRA003,Trade Ocean Shipping Services,24259.25,0.0,0.0,0.0,0.0,24259.25
C005257,UPPER HIGHWAY ESTATES CC T/A REMAX TOTI,8048.85,8048.85,8048.85,0.0,0.0,24146.55
FAD001,Fadhle Trading (Pty) Ltd t/a Prospin Consultants,6093.85,6093.85,6093.85,5463.7,0.0,23745.25
C005906,TUPPERWARE SOUTHERN AFRICA (PTY) LTD,23630.2,0.0,0.0,0.0,0.0,23630.2
C005225,KEVIN REHSE T/A CIRCUIT BREAKER SYSTEMS,23585.59,0.0,0.0,0.0,0.0,23585.59
C000044,Blue Sky Satelite Communications,22968.95,0.0,0.0,0.0,610.95,23579.9
C000812,Adnexus Celerity Networks (Pty) Ltd,11500.0,11500.0,0.0,0.0,0.0,23000.0
AFR005,ONAFRIQ SOUTH AFRICA,22998.85,0.0,0.0,0.0,0.0,22998.85
C001012,Lionshead Holdings (Pty) Ltd t/a 360 Business Parks,0.0,11498.85,11498.85,0.0,0.0,22997.7
C000902,Datalink Wholesale SA (Pty) Ltd,0.0,0.0,0.0,0.0,22990.8,22990.8
COL001,Collaborative Packing Solutions t/a COSO Packaging,22930.54,0.0,0.0,0.0,0.0,22930.54
C005606,SILVER LINING TELCO (PTY) LTD,0.0,0.0,0.0,0.0,22863.03,22863.03
C005124,ROCKET FIBRE CO,22790.7,0.0,0.0,0.0,0.0,22790.7
C005937,N2IT SOLUTIONS (PTY) LTD,7588.85,7588.85,7588.85,0.0,0.0,22766.55
ARC003,Arc International Telecoms (Pty) Ltd,24524.33,0.0,0.0,0.0,1799.52,22724.81
C006175,QUINTICO INVESTMENTS CC T/A REGUS@ DCC,3678.85,1300.65,3678.85,3678.85,10300.78,22637.98
C006158,TSOGO SUN (CALEDON CASINO),11500.0,11500.0,0.0,0.0,370.97,22629.03
DEC001,Decer Computers CC (R),22565.54,0.0,41.42,41.42,0.0,22565.54
C000349,Africa Big Five Investment and Travels CC,22480.37,0.0,0.0,0.0,0.0,22480.37
C000696,4C Technology (Pty) Ltd,0.0,0.0,0.0,0.0,22366.87,22366.87
C000772,Intelys Technology Africa (Pty) Ltd,5570.6,5570.6,5570.6,5570.6,0.0,22282.4
C001208,MITIGATE SECURITY SERVICES (PTY) LTD,22077.7,0.0,0.0,0.0,0.0,22077.7
SUL001,Sulzer Pumps SA (Pty) Ltd,11038.85,11038.85,0.0,0.0,0.0,22077.7
C006383,KIRSTENHOF CRIME WATCH,1286.39,1286.39,1286.39,1286.39,16764.56,21910.12
CON010,Concordia International Forwarding (Pty) Ltd,21888.88,0.0,0.0,0.0,0.0,21888.88
C006386,BREAD AND BARREL GUESTHOUSE,2402.35,2402.35,2402.35,2402.35,12107.87,21717.27
C001258,ZARODEK (PTY) LTD,21528.0,0.0,0.0,0.0,0.0,21528.0
C005637,FOORD ASSET MANAGEMENT (PTY) LTD T/A FOORD,21399.2,0.0,0.0,0.0,0.0,21399.2
C006489,EVERGRAND TECHNOLOGIES (PTY) LTD,10578.85,10578.85,0.0,0.0,0.0,21157.7
KIN001,Kindle Insurance Technologies,21042.7,0.0,0.0,0.0,0.0,21042.7
C003769,NETCAMPUS (PTY) LTD.,20934.14,0.0,0.0,0.0,0.0,20934.14
DOR001,DORMAC ADO SOUTHEY HOLDINGS,20926.55,0.0,0.0,0.0,0.0,20926.55
WCFOLCOF,Folk Coffee Anthropology,0.0,1493.85,1493.85,1493.85,16432.35,20913.9
BES001,Bestmed,20881.7,0.0,0.0,0.0,0.0,20881.7
C006880,C2 COMPUTER INVESTMENTS PTY LTD,6415.85,14402.57,0.0,0.0,0.0,20818.42
C003772,ACWA Power Energy Africa (Pty) Ltd,10406.35,10406.35,0.0,0.0,0.0,20812.7
J2S001,J2  Software (Pty) Ltd   (R),20742.79,0.0,0.0,0.0,0.0,20742.79
C006208,GARMIN SOUTHERN AFRICA (PTY) LTD,20697.7,0.0,0.0,0.0,0.0,20697.7
C001177,CENTENNIAL WIRELESS (PTY) LTD,20518.47,0.0,0.0,0.0,0.0,20518.47
C005898,STUPEL & BERMAN INC,0.0,6553.85,0.0,0.0,13913.11,20466.96
C000624,Entersekt (Pty) Ltd,20238.85,0.01,0.0,0.0,0.0,20238.86
CLO002,Clover SA (Pty) Ltd,33807.7,0.0,0.0,13788.0,0.03,20019.67
C000570,GCMT South Africa (Pty) Ltd,10348.85,9644.08,0.0,0.0,0.0,19992.93
C005421,ASIZWE CORP (PTY) LTD,2885.35,2819.62,2885.35,0.0,16665.83,19616.91
C005930,WINGS TRAVEL MANAGEMENT (PTY) LTD,19317.7,0.0,0.0,0.0,0.0,19317.7
MIN006,Mindpearl South Africa (Pty) Ltd,19088.85,0.0,0.0,0.0,0.0,19088.85
C000176,Osprey Technologies CC,0.0,21309.22,23552.0,15421.22,5888.0,19066.44
C000878,Giftwrap Trading (Pty) Ltd,4523.2,4543.71,4835.29,5134.34,0.0,19036.54
C006614,INCEPTION IT SOLUTIONS AND SERVICES (PTY) LTD,11336.7,7676.86,0.0,0.0,0.0,19013.56
C005095,STM COMMUNICATION (PTY) LTD,18833.67,0.0,0.0,0.0,0.0,18833.67
C000301,Infraplex (Pty) Ltd,0.0,0.0,0.0,0.0,18630.0,18630.0
C001124,SPOC Managed Services (Pty) Ltd,18598.95,0.0,0.0,0.0,0.0,18598.95
C000637,Tsogo Sun KZN (Pty) Ltd t/a Suncoast Casino,9285.1,9285.1,0.0,0.0,0.0,18570.2
C006178,SCHUTTE DE JONG INC,6093.85,6093.85,8683.96,2327.74,0.0,18543.92
C000635,Silver Star Casino (Pty) Ltd,18543.75,0.0,0.0,0.0,0.0,18543.75
C000640,Akani Msunduzi (Pty) Ltd T/A Golden Horse Casino,18543.75,0.0,0.0,0.0,0.0,18543.75
C000112,GK Software Africa (Pty) Ltd,9198.85,9198.85,0.0,0.0,0.0,18397.7
C000287,AFSTEREO (Pty) Ltd,18397.7,0.0,0.0,0.0,0.0,18397.7
C005356,BATELEUR CAPITAL PTY LTD,18397.7,0.0,0.0,0.0,0.0,18397.7
C006777,TERAOKA SA PTY LTD,9198.85,9198.85,0.0,0.0,0.0,18397.7
C001058,Globe Com (Pty) Ltd,6127.2,6127.2,6127.2,0.0,0.0,18381.6
C000654,DK Wireless Internet (Pty) Ltd,0.0,0.0,0.0,0.0,18378.39,18378.39
C000361,SEAGLE TELECOM (PTY) LTD,18378.27,0.0,0.0,0.0,0.0,18378.27
C006878,Open Communications (OC),18377.0,0.0,0.0,0.0,0.0,18377.0
C000981,Hoya Hill Optics SA (Pty) Ltd,18337.9,0.0,0.0,0.0,0.0,18337.9
FUL001,Fulloutput 1086 CC,19524.7,46953.12,48189.6,0.0,0.0,18288.22
PAV001,Provide a Voucher (Pty) Ltd,18281.55,0.0,0.0,0.0,0.0,18281.55
C000491,Parrot Products (Pty) Ltd,14114.01,4926.38,931.27,0.0,0.0,18109.12
C000833,V2 Tech (Pty) Ltd,9035.55,9035.55,0.0,0.0,0.0,18071.1
C000502,NACOSA,18021.58,0.0,0.0,0.0,0.0,18021.58
C006788,HDM AUTO ELECTRICAL PARTS (PTY) LTD,7473.85,10502.34,0.0,0.0,0.0,17976.19
C000596,Digital Outsource Services (Pty) Ltd,17940.0,0.0,0.0,0.0,0.0,17940.0
C005039,RAHIMA MOOSA NURSING COLLEGE,10348.85,7566.58,0.0,0.0,0.0,17915.43
C005016,MILITARY ATTACHE OF THE UAE,17822.7,0.0,0.0,0.0,0.0,17822.7
C006113,UNITED EXPORTS SOUTH AFRICA (PTY) LTD,17706.55,0.0,0.0,0.0,0.0,17706.55
C006313,FREE DEBT ADVISOR (PTY) LTD,0.0,0.0,0.0,0.0,17627.75,17627.75
C005050,GLOBAL BUSINESS ADMINISTRATORS (PTY) LTD,17477.7,0.0,0.0,0.0,0.0,17477.7
C000917,Get Educated (Pty) Ltd t/a GetSmarter,17248.85,0.0,0.0,0.0,0.0,17248.85
MCK001,McKinsey and Company Africa Proprietary Limited,17248.85,0.0,0.0,0.0,0.0,17248.85
C005755,TONDNET (PTY) LTD,5749.31,5749.31,5749.31,0.0,0.0,17247.93
C006504,ZA ONLINE STORE (PTY) LTD,17246.78,0.0,0.0,0.0,0.0,17246.78
C005827,THE BOARD STORE (PTY) LTD,17245.4,0.0,0.0,0.0,0.0,17245.4
C000823,KOLOK a Division of Bidvest Paperplus (Pty) Ltd,17707.7,0.0,489.6,0.0,0.0,17218.1
WAV001,Wavelenghts 1077 (Pty) Ltd,17199.52,0.0,0.0,0.0,0.0,17199.52
C000643,INFOPROTECT (PTY) LTD,17179.85,0.0,0.0,0.0,0.0,17179.85
C000627,The Old Shanghai Firecracker Factory - Campus (Pty) Ltd,16834.85,0.0,0.0,0.0,0.0,16834.85
C000971,Southern Star Computers,16816.57,0.0,0.0,0.0,0.0,16816.57
C000357,Nerdy Technotrade (Pty) Ltd,16788.85,0.0,0.0,0.0,0.0,16788.85
C000588,Zest Life Investments (Pty) Ltd,16672.7,0.0,0.0,0.0,0.0,16672.7
MYT001,Mytelnet (Pty) Ltd,16640.51,0.0,0.0,0.0,0.0,16640.51
BUI001,BUI Medical and Technology Suppliers (Pty) Ltd,17943.71,1335.48,0.0,0.0,0.0,16608.23
C000498,Comunitech cc,16580.7,0.0,0.0,0.0,0.0,16580.7
C005248,LUXOR PAINTS (PTY) LTD,2758.85,2758.85,2758.85,2758.85,5517.7,16553.1
C006077,ENVIRONMENTAL RESOURCES MANAGEMENT SOUTHERN AFRICA (PTY) LTD,10807.7,5173.85,2458.67,0.0,1998.67,16441.55
C006491,PROMASIDOR (SOUTH AFRICA) (PTY) LTD T/A BRUTON ROAD SHARED SERVICES,16441.55,0.0,0.0,0.0,0.0,16441.55
DGS001,DG Store (SA) (Pty) Ltd t/a Digital Generation,0.0,0.0,0.0,0.0,16310.37,16310.37
C000768,ComX Networks (Pty) Ltd,16100.0,0.0,0.0,0.0,0.0,16100.0
C001095,Backspace Technologies (Pty) Ltd,16100.0,0.0,0.01,0.0,0.01,16100.0
CEN001,Centurion Systems (Pty) Ltd,16098.85,0.0,0.0,0.0,0.0,16098.85
GRE001,Great Stock (Pty) Ltd,16098.85,0.0,0.0,0.0,0.0,16098.85
LUM001,Luma Animation (Pty) Ltd.,16098.85,0.0,0.0,0.0,0.0,16098.85
C000175,Abeddac Group (Pty) Ltd,16097.7,0.0,0.0,0.0,0.0,16097.7
C001215,Netcare Education (Pty) Ltd,8048.85,8048.85,0.0,0.0,0.0,16097.7
C006477,DANGOTE CEMENT SOUTH AFRICA (PTY) LTD,8048.85,8048.85,0.0,0.0,0.0,16097.7
C006512,MEDIA24 (PTY) LTD T/A Afrikaans Nuus,8048.85,8048.85,0.0,0.0,0.0,16097.7
C000766,Cape Oil & Margarine (Pty) Ltd,8048.85,8048.85,0.0,0.1,0.0,16097.6
MMX001,MMX Systems (Pty) Ltd,16058.6,0.0,0.0,0.0,0.0,16058.6
BAR003,Barrow Construction (Pty) Ltd,16039.05,0.0,0.0,0.0,0.0,16039.05
C005172,Rock Solid Industries International (Pty) Ltd,15797.64,0.0,0.0,0.0,0.0,15797.64
ITA001,Itakane ICT (Pty) Ltd,10751.35,4844.5,0.0,0.0,0.0,15595.85
C003789,HIAB SOUTH AFRICA (PTY) LTD,0.0,0.0,0.0,0.0,15543.72,15543.72
BLA003,Black Mountain Mining (Pty) Ltd,15523.85,0.0,0.0,0.0,0.0,15523.85
C005777,NEW SENET (PTY) LTD,15523.85,0.0,0.0,0.0,0.0,15523.85
C005943,THE GATWAY HOTEL UMHLANGA (PTY LTD,15523.85,0.0,0.0,0.0,0.0,15523.85
C006619,DOXIM STRIATA (PTY) LTD.,15523.85,0.0,0.0,0.0,0.0,15523.85
TRA001,Tourvest Holdings (Pty) Ltd T/A Tourvest Travel Services,15523.85,0.0,0.0,0.0,0.0,15523.85
C001148,BLOCK INNOVATION,15499.82,0.0,0.0,0.0,0.0,15499.82
C000119,iBound CC,7728.0,7728.0,0.0,0.0,0.0,15456.0
C001104,Netsurit (Pty) Ltd,15407.7,0.0,0.0,0.0,0.0,15407.7
C000515,TopicWorx (Pty) Ltd,23172.71,7789.28,0.0,0.0,0.0,15383.43
REB001,Rebel Safety Gear (Pty) Ltd,15349.05,0.0,0.0,0.0,0.0,15349.05
C006146,Ore & Metal Company Limited t/a Ore & Metal Services,15338.7,0.0,0.0,0.0,0.0,15338.7
C000820,MCC Label Durban South Africa (Pty) Ltd,15130.86,0.0,0.0,0.0,0.0,15130.86
ALG001,Algo Technologies (Pty) Ltd,0.0,0.0,0.0,0.0,14975.3,14975.3
C001218,Northbound Consulting T/A Northbound Networks,14959.2,0.0,0.0,0.0,0.0,14959.2
SMA001,Smart Technology Centre (Pty) Ltd,14950.0,0.0,0.0,0.0,0.0,14950.0
C000791,Digital Maintenance Trading CC,14949.6,0.0,0.0,0.0,0.0,14949.6
C000011,On Digital Media (Pty) Ltd,14948.85,0.0,0.0,0.0,0.0,14948.85
C000636,Akani Egoli (Pty) Ltd t/a Gold Reef City Casino,14948.85,0.0,0.0,0.0,0.0,14948.85
C001007,Umhlaba Projects (Pty) Ltd,14948.85,0.0,0.0,0.0,0.0,14948.85
C005163,MECER INTER-ED (PTY) LTD,14948.85,0.0,0.0,0.0,0.0,14948.85
FLU001,Fluor South Africa (Pty) Ltd,14948.85,0.0,0.0,0.0,0.0,14948.85
C005818,FLEX SPACE MANAGED SERVICES,8048.85,8048.85,8048.85,8048.85,17247.7,14947.7
C000796,Bizhub Print Solutions (Pty) Ltd,14935.29,0.0,0.0,0.0,0.0,14935.29
C000266,Netlayer (Pty) Ltd,9612.85,0.0,0.0,0.0,5242.85,14855.7
C000872,Digital Matter Embedded (South Africa),14832.7,0.0,0.0,0.0,0.0,14832.7
PSA003,MTN Business Solutions (Pty) Ltd,0.0,14760.25,0.0,0.0,0.0,14760.25
C000173,Kerridge Commercial Systems SA (Pty) Ltd,14751.05,0.0,0.0,0.0,0.0,14751.05
C004794,I1 TECHNOLOGIES (PTY) LTD T/A I1 SOLUTIONS,18955.3,4339.99,0.0,0.0,0.0,14615.31
C003803,SPAZIO LIGHTING (PTY) LTD,14602.7,0.0,0.0,0.0,0.0,14602.7
C000030,Linux Based System Design SA (Pty) Ltd,14458.38,0.01,0.0,0.0,0.0,14458.37
ACO001,Amrod Corporate Solutions (Pty) Ltd,14373.85,0.0,0.0,0.0,0.0,14373.85
C000042,Arengo 203 (Pty) Ltd,14373.85,0.0,0.0,0.0,0.0,14373.85
C000074,Evertrade (Pty)  Ltd,14373.85,0.0,0.0,0.0,0.0,14373.85
C000806,Synthesis Software Technologies (Pty) Ltd,14373.85,0.0,0.0,0.0,0.0,14373.85
C003790,BLAKE & ASSOCIATES (PTY) LTD,14373.85,0.3,0.0,0.3,0.0,14373.85
C006264,MANHATTAN HOTEL OPERATIONS (PTY) LTD,14373.85,0.0,0.0,0.0,0.0,14373.85
SUP001,Superten Internet PTY Ltd t/a Supernet,14373.85,0.0,0.0,0.0,0.0,14373.85
TRI003,DIGITAL WORKSHOP (PTY) LTD,14373.85,0.0,0.0,0.0,0.0,14373.85
C004991,SKYWIRE (PTY) LTD,14729.2,0.0,0.0,0.0,368.01,14361.19
C006353,LEGEND SYSTEMS CC,14177.32,0.0,0.0,0.0,0.0,14177.32
C000269,Roedean School SA,14143.85,0.0,0.0,0.0,0.0,14143.85
C000630,Tsogo Sun Holdings (Pty) Ltd t/a The Ridge Casino,14143.85,0.0,0.0,0.0,0.0,14143.85
SPA001,Spark ATM Systems,14143.85,0.0,0.0,0.0,0.0,14143.85
C005870,COREX (PTY) LTD,7067.9,7067.9,0.0,0.0,0.0,14135.8
C006027,China Telecom South Africa (Pty) Ltd,0.0,0.0,0.0,0.0,14018.58,14018.58
C001149,Align Information Technology cc T/A Align IT,0.0,9088.4,0.0,4811.51,0.64,13900.55
BUB001,Bubblestorm Management Pty Ltd t/a Woo Themes,13800.0,0.0,0.0,0.0,0.0,13800.0
C000139,Isazi Consulting (Pty) Ltd,13798.85,0.0,0.0,0.0,0.0,13798.85
PAR002,Paramount Industrial Holdings (Pty) Ltd,13798.85,0.0,0.0,0.0,0.0,13798.85
C006621,JNCS (PTY) LTD,13794.88,0.0,0.0,0.0,0.0,13794.88
C000555,WTTX COMMUNICATIONS (PTY) LTD,12762.7,0.0,0.0,0.0,954.41,13717.11
C005932,SENA FINANCIAL SERVICES (PTY) LTD,0.0,0.0,0.0,9131.28,4565.64,13696.92
C006165,RANDYORK CASTINGS (PTY) LTD,13682.7,0.0,0.0,0.0,0.0,13682.7
CEN004,Centriq Insurance Company Limited,0.0,0.0,0.0,0.0,13655.1,13655.1
CLI002,Clickatell (Pty) Ltd,13625.2,0.0,0.0,0.0,0.0,13625.2
C006680,PUMP AND ABRASION TECHNOLOGIES,6783.85,6783.85,0.0,0.0,0.0,13567.7
KIN002,Kintetsu World Express South Africa (Pty) Ltd,13567.7,0.0,0.0,0.0,0.0,13567.7
C000578,Truvelo Africa Electronics Division (Pty) Ltd,0.0,0.0,13529.29,0.0,0.0,13529.29
C000894,Infoblox Inc.,6722.9,6722.9,0.0,0.0,0.0,13445.8
C004844,OPCO 365 (PTY) LTD.,34560.52,21137.35,0.0,0.0,0.0,13423.17
C000576,Excalsoft Development (Pty) Ltd T/A Futuresoft,23128.69,9739.24,0.0,0.0,0.0,13389.45
C000947,Velocity Trade Financial Services (Pty) Ltd,13342.3,0.0,0.0,0.0,0.0,13342.3
SYS002,Syspro (Pty) Ltd,13338.85,0.0,0.0,0.0,0.0,13338.85
C005849,CROSSBOUNDARY (PTY) LTD,13309.01,0.0,0.0,0.0,0.0,13309.01
C001153,Speccom (PTY) LTD,13307.92,0.0,0.0,0.0,0.0,13307.92
C000764,Viva Telecoms CC,13269.85,0.0,0.0,0.0,0.0,13269.85
C006288,MAMELODI SUNDOWNS FOOTBALL CLUB (PTY) LTD,13225.32,0.0,0.0,0.0,0.0,13225.32
C000974,Francon Investments (Pty) Ltd,13223.85,0.0,0.0,0.0,0.0,13223.85
C001192,Chimes Crane Hire (PTY) LTD,13223.85,0.0,0.0,0.0,0.0,13223.85
C005633,FERRING (PTY) LTD.,13223.85,0.0,0.0,0.0,0.0,13223.85
SPE002,Specialist System Eng Excelcom Pty Ltd ta SSE Exce,13223.85,0.0,0.0,0.0,0.0,13223.85
WES002,Westerford High School,13223.85,0.0,0.0,0.0,0.0,13223.85
WYN001,Wynberg Boys High School,13222.7,0.0,0.0,0.0,0.0,13222.7
CEL001,Cell Network (Pty) Ltd,10348.85,1724.8,1148.85,0.0,0.0,13222.5
C001014,Sedgwick South Africa (Pty) Ltd,13220.4,0.0,0.0,0.0,0.0,13220.4
C005919,SOLISCOM NETWORKS (PTY) LTD,13195.1,0.0,0.0,0.0,0.0,13195.1
C004929,MOBISYNCO (PTY) LTD,6576.85,6576.85,0.3,0.0,0.0,13154.0
C006021,IMPERIAL LOGISTICS SOUTH AFRICA GROUP (PTY) LTD T/A IMPERIAL MANAGED SOLUTIONS,6553.85,6553.85,0.0,0.0,0.0,13107.7
C005100,JINDAL AFRICA INVESTMENTS (PTY) LTD,13073.56,0.0,0.0,0.0,0.0,13073.56
SEP001,SepFluor Limited,12878.85,2575.77,2414.77,0.0,0.0,13039.85
C006435,BARAK SERVICES INCORPORATED IN MAURITIUS (PTY) LTD,12935.2,0.0,0.0,0.0,0.0,12935.2
C000448,Dahua Technology South Africa (Pty) Ltd,6438.85,6438.85,0.0,0.0,0.0,12877.7
C000085,Vivo Energy South Africa (Pty) Ltd,20122.7,0.0,0.0,0.0,7251.45,12871.25
C004052,Batsibi Technologies (Pty) Ltd,12706.35,0.0,0.0,0.0,0.0,12706.35
C005489,BOLELA OFFICE SOLUTIONS (PTY) LTD,0.0,11240.1,0.0,0.0,1430.95,12671.05
